CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
67252	71091	1673	0.9625	2.016
67252	76609	1673	0.8572	26.060
59910	67252	1673	0.9464	-74.073
71091	76609	1673	0.8845	24.045
59910	76609	1673	0.8648	-48.013
59910	71091	1673	0.9526	-72.058
19835	59910	1673	0.9383	-154.063
54841	58424	1676	0.8159	7.969
78411	85316	1678	0.9092	-14.015
87217	88998	1682	0.9125	45.058
79149	80802	1682	0.9528	-2.015
79149	84588	1682	0.9289	26.016
61746	88438	1682	0.9148	-24.000
88438	88998	1682	0.9504	-74.073
80802	86661	1682	0.901	45.058
84588	86661	1682	0.966	17.027
86661	88998	1682	0.9254	-42.011
80802	84588	1682	0.9393	28.031
84588	88998	1682	0.9094	-24.984
22972	44100	1683	0.7996	198.173
24983	36029	1683	0.7334	-128.047
13451	24983	1683	0.739	-128.048
36029	47424	1683	0.7116	-28.031
13451	22972	1683	0.777	144.126
47029	53327	1685	0.9662	14.015
49396	53327	1685	0.7881	1.997
52826	53327	1685	0.9524	32.026
53327	55230	1685	0.9024	14.015
46397	46407	1685	0.9271	1.997
46407	55230	1685	0.8681	17.969
46407	57056	1685	0.9074	43.949
49396	52826	1685	0.7739	-30.030
46397	55230	1685	0.8973	19.967
55230	57056	1685	0.9318	25.980
46397	48839	1685	0.9807	-14.016
46397	57056	1685	0.959	45.947
57056	65551	1685	0.9795	-14.015
48839	65551	1685	0.9325	45.948
31189	43024	1687	0.7749	-42.047
29708	50643	1689	0.8952	-12.000
43028	50643	1689	0.9278	-40.031
29708	43028	1689	0.9197	28.031
14942	17448	1692	0.9679	-44.026
14942	21433	1692	0.9634	-88.052
17448	21433	1692	0.976	-44.026
24050	47439	1696	0.9626	-14.016
12413	24050	1696	0.8909	-14.016
29690	29770	1698	0.8913	30.011
71086	73832	1701	0.9263	14.016
82678	87860	1704	0.9121	-28.031
86068	87860	1704	0.9271	-14.016
82678	86068	1704	0.9388	-14.016
83083	85056	1706	0.9546	-0.002
1774	2799	1710	0.8026	38.016
71630	71991	1712	0.9005	-44.026
71991	72357	1712	0.9112	-44.026
71630	72357	1712	0.8604	-88.052
17837	21510	1714	0.8651	-71.037
3072	3077	1719	0.893	-0.025
3072	7074	1719	0.91	-33.984
4942	7074	1719	0.8575	14.015
75125	76010	1720	0.9174	-14.016
75125	79258	1720	0.789	-26.015
75125	81106	1720	0.837	-28.031
70009	75125	1720	0.8683	-14.016
70009	76010	1720	0.8395	-28.031
70009	79258	1720	0.8181	-40.031
70009	81106	1720	0.8587	-42.047
76010	79258	1720	0.8741	-12.000
79258	81106	1720	0.8897	-2.016
54097	79258	1720	0.8108	-26.016
54097	76010	1720	0.7587	-14.016
54097	81106	1720	0.7733	-28.032
76010	81106	1720	0.9356	-14.015
4551	76010	1720	0.7166	-121.173
4551	81106	1720	0.7178	-135.189
73929	79959	1722	0.8812	-36.037
79959	84110	1722	0.8885	-30.047
79959	85728	1722	0.8761	-12.036
63847	73929	1722	0.8648	13.979
84110	85728	1722	0.9295	18.011
98550	98567	1726	0.9201	14.016
98559	98567	1726	0.9204	41.027
98544	98550	1726	0.8472	41.027
98544	98559	1726	0.892	14.016
75273	80658	1728	0.9484	-14.016
5218	24826	1729	0.8543	0.000
22889	82913	1730	0.7363	-66.119
58239	82913	1730	0.7113	-97.125
75422	84413	1731	0.9233	141.019
74601	78498	1731	0.9081	-52.032
75422	78498	1731	0.9527	-26.016
77586	78498	1731	0.9053	-24.000
76594	79981	1731	0.9633	-18.011
74601	75422	1731	0.9	-26.016
74601	77586	1731	0.8985	-28.031
75422	77586	1731	0.9421	-2.016
75422	79981	1731	0.8861	-30.995
24616	27310	1733	0.9937	0.001
48908	55872	1738	0.952	88.053
55872	57908	1738	0.9108	-27.000
55872	71768	1738	0.9547	-176.105
55872	71823	1738	0.959	-132.079
48908	71768	1738	0.9252	-88.053
70796	71768	1738	0.936	88.052
71768	71823	1738	0.9747	44.026
71768	73116	1738	0.9793	-44.026
57908	71768	1738	0.8963	-149.105
60863	71768	1738	0.9277	132.079
48908	57908	1738	0.9068	61.053
57908	71823	1738	0.913	-105.079
57908	73116	1738	0.9068	-193.131
60863	70796	1738	0.9869	44.026
60863	71823	1738	0.9607	176.105
60863	73116	1738	0.9652	88.053
48908	73116	1738	0.9537	-132.079
70796	73116	1738	0.9728	44.026
71823	73116	1738	0.9861	-88.052
48908	70796	1738	0.9636	-176.105
48908	71823	1738	0.9721	-44.026
70796	71823	1738	0.972	132.079
58806	72101	1739	0.8977	-0.066
49971	72766	1744	0.9158	18.010
72766	75557	1744	0.8857	-18.010
55411	72766	1744	0.9547	-0.000
57782	72766	1744	0.7546	74.073
49971	55411	1744	0.9437	18.010
55411	75557	1744	0.8363	-18.011
49971	57782	1744	0.7451	-56.063
49971	75557	1744	0.8731	-0.000
57782	75557	1744	0.7602	56.063
19320	28375	1746	0.8724	-12.000
19320	47104	1746	0.8619	-0.082
46429	68704	1750	0.9907	0.001
68704	69743	1750	0.8854	-2.016
68704	69824	1750	0.9479	-162.053
56593	68704	1750	0.9068	-26.016
46429	69824	1750	0.9508	-162.053
56593	69824	1750	0.8959	-188.069
46429	56593	1750	0.9168	26.017
46429	69743	1750	0.8827	-2.015
56593	86165	1750	0.9163	-2.015
95175	95398	1753	0.9922	-0.388
59139	59151	1758	0.9674	3.995
59141	59151	1758	0.9813	1.997
59146	59151	1758	0.9838	-1.998
59151	59706	1758	0.9603	89.896
59151	59803	1758	0.9652	87.899
59151	63643	1758	0.955	89.915
59151	63666	1758	0.9493	91.912
59151	64027	1758	0.969	55.936
59151	64370	1758	0.9703	53.939
59151	65888	1758	0.9305	9.772
59139	63643	1758	0.9497	93.910
59141	63643	1758	0.9554	91.913
59146	63643	1758	0.948	87.918
59706	63643	1758	0.9655	0.019
59803	63643	1758	0.9667	2.016
63643	63666	1758	0.9828	1.997
63643	64027	1758	0.9534	-33.980
63643	64370	1758	0.9695	-35.977
63643	66646	1758	0.958	-33.962
59139	59141	1758	0.9765	1.997
59139	59146	1758	0.9353	5.992
59139	59706	1758	0.9439	93.891
59139	59803	1758	0.9591	91.894
59139	64027	1758	0.9418	59.930
59139	64370	1758	0.9549	57.933
59139	65888	1758	0.9319	13.767
59139	70000	1758	0.9294	11.770
66646	66760	1758	0.9792	1.997
53940	66760	1758	0.9202	16.012
56081	66760	1758	0.925	14.015
59706	66760	1758	0.9379	-31.945
63666	66760	1758	0.9586	-33.961
64027	66760	1758	0.9399	2.015
53940	56081	1758	0.9576	1.997
56007	56081	1758	0.8786	-33.961
56081	56145	1758	0.9125	-3.994
56081	56555	1758	0.8821	-5.991
63535	63858	1758	0.9411	-35.977
63858	66711	1758	0.9143	2.015
63858	70000	1758	0.9193	-44.166
59141	63666	1758	0.9423	93.910
59146	63666	1758	0.9514	89.915
59706	63666	1758	0.9652	2.016
59803	63666	1758	0.9582	4.013
63666	64027	1758	0.9565	-35.977
63666	64370	1758	0.9616	-37.974
63666	70650	1758	0.942	-80.144
59141	59706	1758	0.9557	91.894
59146	59706	1758	0.961	87.899
59706	59803	1758	0.9795	-1.997
59706	64027	1758	0.9787	-33.961
59706	64370	1758	0.974	-35.958
59141	64370	1758	0.968	55.936
59146	64370	1758	0.9635	51.941
59803	64370	1758	0.9806	-33.961
64027	64370	1758	0.9857	-1.997
64370	66646	1758	0.9442	2.015
59141	59146	1758	0.965	3.995
59141	59803	1758	0.9639	89.897
59141	64027	1758	0.9617	57.933
59141	65888	1758	0.9344	11.769
59146	59803	1758	0.9586	85.902
59803	64027	1758	0.9779	-31.964
59803	66646	1758	0.9395	-31.945
70000	70650	1758	0.9308	3.993
63535	70000	1758	0.9176	-80.143
65888	70000	1758	0.9536	-1.997
53940	55822	1758	0.9122	33.961
55822	56007	1758	0.9262	1.997
55822	56145	1758	0.9312	-35.958
55822	56555	1758	0.8983	-37.955
53940	56555	1758	0.9565	-3.994
56145	56555	1758	0.9703	-1.997
56555	66711	1758	0.9076	16.012
53940	56145	1758	0.9565	-1.997
56145	66646	1758	0.9238	16.012
56145	66711	1758	0.9072	14.015
59146	70650	1758	0.9288	9.771
65888	70650	1758	0.9694	1.997
53940	66646	1758	0.9299	14.016
59146	64027	1758	0.9697	53.938
66646	66711	1758	0.9348	-1.997
63535	66711	1758	0.9167	-33.962
15858	23364	1763	0.9225	-44.026
17019	23364	1763	0.9717	-32.026
20922	37748	1766	0.8306	-28.031
29660	30145	1768	0.8318	2.016
29660	36847	1768	0.8311	-58.990
45083	45167	1770	0.9062	-45.947
62097	75192	1773	0.9041	-40.031
46824	50491	1774	0.9136	17.027
50491	64883	1774	0.9308	-31.043
46824	64883	1774	0.9044	-14.016
88355	88921	1778	0.8797	-14.016
88921	89853	1778	0.8239	-2.015
88355	89853	1778	0.7923	-16.031
37944	46859	1781	0.9598	-14.016
40242	46263	1784	0.9468	-93.010
56454	70105	1787	0.8813	-28.031
51649	70105	1787	0.9525	-17.026
51649	67645	1787	0.9263	14.015
9517	10479	1788	0.9225	14.016
34635	72690	1792	0.9304	0.000
70409	72690	1792	0.8434	14.016
14230	28471	1793	0.816	9.010
3279	6658	1793	0.9708	0.000
12678	14230	1793	0.8118	-133.110
50763	54532	1793	0.9532	-2.015
14230	54532	1793	0.8715	-81.083
53625	54532	1793	0.8317	18.011
53625	57434	1793	0.9675	-14.016
14230	48969	1793	0.8125	182.079
14230	50763	1793	0.8255	-79.068
3279	14230	1793	0.8972	-127.099
3152	41615	1797	0.8516	-43.038
3152	44679	1797	0.7536	-113.117
2449	2503	1797	0.9432	-0.099
2449	4189	1797	0.7919	5.939
2608	4189	1797	0.8042	8.034
2449	41615	1797	0.7376	-93.132
41615	44679	1797	0.8529	-70.078
44679	92050	1797	0.7255	-158.168
33035	52409	1801	0.8946	-50.017
45995	52409	1801	0.9225	-14.016
7390	9911	1805	0.7808	-35.006
2779	4822	1807	0.9077	14.016
27035	38195	1812	0.9535	-14.016
38195	62492	1812	0.9369	-32.026
62492	81197	1812	0.94	31.042
66180	71087	1812	0.9835	-14.016
66180	73210	1812	0.8676	-42.047
66180	78011	1812	0.9208	18.011
66180	81197	1812	0.9424	14.016
38195	81197	1812	0.9567	-0.984
71087	78011	1812	0.8921	32.026
35913	42195	1819	0.979	13.979
35913	45508	1819	0.9597	-14.016
35913	54830	1819	0.9075	-3.987
35913	57059	1819	0.9253	-11.017
24756	35913	1819	0.91	-88.016
24756	42195	1819	0.9192	-74.037
42195	45508	1819	0.9542	-27.995
45508	54830	1819	0.9199	10.029
45508	57059	1819	0.9003	2.998
45508	65114	1819	0.9042	-126.105
42195	54830	1819	0.9185	-17.966
42195	57059	1819	0.9147	-24.997
42195	65114	1819	0.9154	-154.100
44484	46067	1820	0.909	-17.026
71917	78652	1821	0.9309	-17.027
14865	20311	1825	0.7978	-14.015
7879	14017	1828	0.7434	-28.032
94618	95065	1829	0.8581	28.031
59758	66429	1830	0.7271	132.081
63919	66429	1830	0.9512	-44.026
65454	66429	1830	0.8158	88.053
65874	66429	1830	0.9444	44.026
63919	65454	1830	0.7638	-132.079
63919	65874	1830	0.9008	-88.053
59758	65874	1830	0.8717	88.055
65454	65874	1830	0.9567	44.027
59758	65454	1830	0.9556	44.028
11178	12871	1836	0.965	12.992
11178	23200	1836	0.972	-12.000
12871	19960	1836	0.9608	-0.083
9287	19960	1836	0.9303	-0.163
24455	80159	1838	0.7275	-70.041
76540	82323	1840	0.9259	-18.011
27409	30428	1841	0.807	-14.016
20658	26236	1842	0.7773	-28.031
2197	2263	1844	0.9284	43.025
93226	94662	1845	0.9306	-174.125
92068	93226	1845	0.8873	-58.042
92068	94118	1845	0.9246	-174.125
23324	35272	1846	0.8401	-89.056
50434	52260	1850	0.9855	-28.031
52260	55072	1850	0.8834	46.042
24029	28032	1854	0.9302	-58.042
24029	37801	1854	0.9225	-116.084
33112	42679	1854	0.9257	-116.084
37801	42679	1854	0.8357	-192.136
37989	42679	1854	0.979	-58.042
39350	42679	1854	0.8442	-176.105
33112	37801	1854	0.8154	76.053
37801	37989	1854	0.8426	-134.094
28032	37801	1854	0.9532	-58.042
32363	37801	1854	0.8049	-42.010
26386	28032	1854	0.8049	-42.011
28032	33112	1854	0.8334	-134.094
28032	37989	1854	0.8543	-192.136
33112	39350	1854	0.8933	60.021
37989	39350	1854	0.8675	118.063
26386	39350	1854	0.9262	-116.084
32363	39350	1854	0.9697	-58.042
33112	37989	1854	0.9639	-58.042
32363	37989	1854	0.8596	-176.105
26386	33112	1854	0.8403	-176.105
32363	33112	1854	0.891	-118.063
26386	32363	1854	0.953	-58.042
14720	63381	1855	0.9675	-10.093
16383	23419	1856	0.9108	44.026
33592	36536	1856	0.9551	-88.052
36536	38074	1856	0.9235	-176.105
36536	40494	1856	0.9674	-88.052
16383	36536	1856	0.887	-176.105
27541	36536	1856	0.9284	-132.079
31391	36536	1856	0.971	-44.026
38074	40494	1856	0.9614	88.053
16383	27541	1856	0.9551	-44.027
16383	31391	1856	0.9245	-132.079
16383	33592	1856	0.9462	-88.053
27541	31391	1856	0.9562	-88.052
27541	33592	1856	0.9702	-44.026
31391	33592	1856	0.9814	44.026
31391	40494	1856	0.9546	-132.079
33592	40494	1856	0.9298	-176.105
91882	94192	1858	0.7242	183.198
83261	96857	1858	0.8624	-2.016
83261	94192	1858	0.7804	-26.016
12809	15267	1864	0.9377	15.995
12809	78579	1864	0.9549	3.011
3020	12809	1864	0.9404	0.000
58985	59500	1867	0.9735	-44.026
59500	59940	1867	0.9851	-44.026
59500	60031	1867	0.9651	88.053
58985	59940	1867	0.9673	-88.052
58985	60031	1867	0.9683	44.027
59940	60031	1867	0.9597	132.079
55939	85446	1871	0.8794	17.027
11832	25001	1873	0.822	-12.036
20789	25001	1873	0.8416	99.033
79570	86127	1874	0.8137	-28.031
83103	86127	1874	0.9276	-14.015
79570	83103	1874	0.9058	-14.016
75835	82906	1875	0.931	-29.018
93607	94306	1877	0.8989	-14.015
93607	95218	1877	0.7953	-74.019
92472	93607	1877	0.7932	59.967
92472	94306	1877	0.7777	45.952
6494	15489	1879	0.8918	-42.047
15489	26495	1879	0.9137	26.016
62455	70331	1883	0.9642	-17.027
65174	70331	1883	0.9758	58.042
62455	65174	1883	0.9543	-75.069
21652	62726	1885	0.9414	-14.016
18874	76384	1887	0.8377	-92.157
18874	79992	1887	0.8238	-64.125
18874	91104	1887	0.8603	-148.219
67173	76567	1887	0.9169	-14.016
7603	79992	1887	0.8338	-182.167
2378	7603	1887	0.8437	-14.016
79992	84689	1887	0.8391	32.026
76567	79992	1887	0.9703	-14.016
76384	91104	1887	0.9695	-56.063
79992	91104	1887	0.9597	-84.094
76384	79992	1887	0.9925	28.031
13166	28725	1889	0.9549	-43.009
11091	13166	1889	0.9645	-44.026
76548	79864	1890	0.8927	-42.047
15232	28047	1891	0.9227	-116.084
15232	21883	1891	0.9812	0.022
19907	21883	1891	0.9187	14.037
19907	22038	1891	0.925	-14.116
22038	24955	1891	0.9559	0.101
70327	78852	1892	0.8442	38.052
29767	37134	1895	0.9349	-14.016
37134	48030	1895	0.7974	-17.015
60243	93547	1897	0.8267	-133.063
26464	32462	1899	0.7057	15.995
32462	55632	1899	0.8738	18.011
26464	37200	1899	0.9428	18.010
24138	33746	1902	0.956	-28.031
62068	65903	1902	0.9756	-28.032
58981	65619	1902	0.9804	-56.064
65619	65903	1902	0.9869	42.048
33746	65903	1902	0.8831	-56.063
58981	65903	1902	0.9909	-14.016
33746	58981	1902	0.8896	-42.047
49864	50307	1905	0.9084	45.058
50086	50307	1905	0.8692	3.996
49738	49767	1905	0.894	5.994
49738	49864	1905	0.9294	3.996
49738	49882	1905	0.9197	1.998
49767	49985	1905	0.884	45.058
49985	50324	1905	0.893	-3.996
49767	49864	1905	0.9451	-1.998
49864	49882	1905	0.9309	-1.998
49882	50324	1905	0.8707	45.058
49767	49882	1905	0.9165	-3.996
25439	29430	1906	0.9402	-44.026
29430	34192	1906	0.957	-17.027
50993	51724	1912	0.9515	-17.027
50993	61063	1912	0.8476	57.010
50993	72425	1912	0.8686	-59.074
40505	59233	1912	0.8431	-14.016
40505	51724	1912	0.8954	-11.017
51724	60673	1912	0.8419	-7.969
51724	61247	1912	0.842	-24.995
51724	72425	1912	0.9075	-42.047
29466	42738	1912	0.8781	-24.996
42738	60673	1912	0.8665	-25.979
60673	61247	1912	0.9745	-17.026
60673	72425	1912	0.8731	-34.079
61247	72425	1912	0.8425	-17.052
12265	18217	1913	0.8309	-101.047
79255	79550	1914	0.8413	-17.966
41465	58878	1917	0.8978	-14.016
14862	20551	1920	0.8118	30.011
20551	21313	1920	0.8137	-14.016
70024	71808	1925	0.9577	0.036
17495	36970	1927	0.7108	-12.000
51247	54585	1930	0.8075	-135.068
37911	74656	1930	0.8061	-136.124
54585	58906	1930	0.7815	-27.995
58659	58906	1930	0.7922	-13.979
54585	58659	1930	0.8916	-14.016
54585	66662	1930	0.8347	1.979
54585	74656	1930	0.8688	40.991
58659	63198	1930	0.8322	-127.912
66662	71050	1930	0.9256	-35.976
66662	74656	1930	0.872	39.012
58659	66662	1930	0.9542	15.995
58659	74656	1930	0.879	55.007
38232	41243	1931	0.9849	0.002
14262	41065	1932	0.7518	-176.084
40517	48405	1933	0.9659	-88.053
43259	48405	1933	0.9515	-132.079
40517	43259	1933	0.9663	44.027
39919	39924	1935	0.9726	1.998
39783	46422	1938	0.8682	-33.010
11868	44432	1938	0.8524	-44.070
35735	44432	1938	0.9202	-42.055
44432	46422	1938	0.9033	12.044
11868	35735	1938	0.8811	-2.016
11868	46422	1938	0.9075	-32.026
35735	46422	1938	0.8604	-30.010
91236	91328	1941	0.9066	-1.998
91328	96650	1941	0.8107	48.040
91328	96659	1941	0.8512	46.043
91328	97607	1941	0.9768	0.000
96650	96659	1941	0.9615	-1.997
96650	97607	1941	0.8035	-48.039
91236	96650	1941	0.8391	46.042
91236	96659	1941	0.8057	44.045
91236	97607	1941	0.9054	-1.997
96659	97607	1941	0.8501	-46.042
30210	43249	1943	0.7535	-129.083
1140	3117	1944	0.9173	-14.016
56570	59338	1945	0.935	-14.016
41282	56570	1945	0.8991	1.999
55116	76203	1945	0.8793	3.959
59338	76203	1945	0.8284	1.960
55116	59338	1945	0.8705	1.999
41282	55116	1945	0.9321	-14.016
94951	95941	1947	0.959	-14.015
94951	97972	1947	0.9431	-42.047
95941	97972	1947	0.962	-28.032
24895	77010	1950	0.9125	18.010
41027	77010	1950	0.9154	-0.000
62901	77010	1950	0.8911	35.977
24895	41027	1950	0.8962	18.011
24895	62901	1950	0.9206	-17.966
33923	35872	1953	0.9727	-44.026
56880	61999	1956	0.8024	-5.962
49713	73692	1958	0.7746	-10.020
30098	33907	1960	0.9062	1.977
30098	58768	1960	0.7912	3.958
13863	72348	1960	0.7077	-130.027
72348	83486	1960	0.8379	-148.037
33907	58768	1960	0.8664	1.981
58768	72348	1960	0.8193	-74.019
44187	62030	1961	0.8402	144.042
44187	78607	1961	0.8263	144.042
62030	78607	1961	0.9272	0.000
23571	36967	1962	0.7566	-43.990
23089	33456	1968	0.8215	-41.063
23089	31635	1968	0.8738	58.005
31635	33232	1968	0.8218	21.058
25434	33232	1968	0.8937	-32.023
31322	33232	1968	0.8354	14.016
32332	33232	1968	0.8216	85.054
12959	15095	1970	0.8525	-1.979
94018	96583	1971	0.8422	14.052
96583	96635	1971	0.8528	-18.029
96583	97417	1971	0.9334	74.019
94018	97417	1971	0.8314	88.071
96895	97417	1971	0.8356	150.017
95708	97417	1971	0.9086	-133.986
96635	97417	1971	0.8635	92.049
2990	13781	1975	0.958	44.029
2990	22915	1975	0.949	-132.073
22915	27767	1975	0.9748	-132.088
89400	91078	1976	0.9318	-86.073
90236	91078	1976	0.9147	-68.063
32758	54370	1977	0.8633	15.995
54250	54370	1977	0.9249	14.016
48246	53642	1977	0.8392	-190.049
32758	53642	1977	0.8068	166.047
48246	66207	1977	0.8631	-16.031
82026	91486	1978	0.8102	-44.051
87937	91486	1978	0.8525	-72.058
79914	91523	1978	0.9453	-106.159
82026	91523	1978	0.8762	-144.115
87999	91523	1978	0.9884	-72.058
91523	93947	1978	0.9826	-72.057
91523	96493	1978	0.9638	-158.045
95369	95736	1978	0.8962	-2.015
95369	96001	1978	0.8798	-46.005
79914	82026	1978	0.8483	37.956
82026	87999	1978	0.9089	-72.057
79914	93947	1978	0.9314	-178.217
93947	96493	1978	0.9598	-85.988
87999	93947	1978	0.974	-144.115
95736	96493	1978	0.8524	-13.982
90633	96001	1978	0.9253	42.048
79914	87999	1978	0.94	-34.101
14603	32460	1985	0.9209	-14.016
5108	7218	1985	0.7743	-20.989
5108	14603	1985	0.7113	-49.024
5108	16735	1985	0.8328	-14.015
52858	54271	1986	0.9702	-44.026
52609	62273	1997	0.9553	-58.042
73918	95510	2000	0.9277	-65.993
73918	88293	2000	0.9019	-56.153
88695	89983	2001	0.9352	88.052
88695	90645	2001	0.8181	132.079
88695	96587	2001	0.767	15.995
89983	90645	2001	0.8718	44.027
89983	96587	2001	0.78	-72.057
90645	96587	2001	0.9651	-116.084
68829	70952	2002	0.9437	0.001
82867	84821	2005	0.8795	-74.037
84821	89524	2005	0.9137	-14.015
82867	89524	2005	0.8876	-88.052
52060	73387	2007	0.9607	-14.016
46025	56059	2008	0.9353	20.928
46025	67207	2008	0.9403	2.987
56059	67207	2008	0.9422	-17.941
85266	85366	2012	0.9265	-14.016
14604	85266	2012	0.8039	-26.119
76684	86369	2013	0.8131	4.028
68985	81647	2014	0.8884	-170.095
89749	91125	2015	0.9255	14.015
38879	45981	2017	0.8869	-116.084
45449	45981	2017	0.9756	58.042
45981	51718	2017	0.8846	44.027
43254	43993	2017	0.9078	-116.083
43993	51718	2017	0.9347	58.042
18189	38879	2017	0.973	0.000
13439	43254	2017	0.8983	-86.036
43254	51718	2017	0.9622	-58.041
13439	51718	2017	0.8829	-144.078
68847	73678	2018	0.8818	-125.897
55834	68847	2018	0.9981	-0.000
63841	67370	2018	0.944	17.026
73316	73678	2018	0.9031	-60.021
67370	73678	2018	0.7539	-44.026
55834	73678	2018	0.8764	-125.897
31114	35568	2018	0.9493	-14.016
31114	67370	2018	0.7719	-95.850
67370	73316	2018	0.8226	15.995
32764	34224	2021	0.9323	-14.016
19712	32764	2021	0.8618	16.031
9970	17264	2023	0.7786	-0.984
2894	3007	2023	0.7861	-2.016
2894	9970	2023	0.7627	15.995
3007	9970	2023	0.7754	18.011
9534	9970	2023	0.7651	-0.025
1992	9970	2023	0.8257	0.000
1588	1992	2023	0.8233	14.016
22669	25602	2024	0.9501	18.011
25602	37036	2024	0.9146	-91.064
22669	37036	2024	0.9372	-73.053
16761	46353	2026	0.9198	0.000
35171	36524	2029	0.9373	18.009
36524	45268	2029	0.9249	-35.037
36524	61945	2029	0.9339	158.021
32908	36524	2029	0.9424	18.012
32908	35171	2029	0.9938	0.003
32908	35515	2029	0.9423	-14.012
32908	45268	2029	0.9705	-17.025
32908	61945	2029	0.9487	176.034
35171	45268	2029	0.9675	-17.028
35515	45268	2029	0.9073	-3.013
35171	35515	2029	0.9386	-14.015
61017	61945	2029	0.9381	-36.021
35171	61945	2029	0.9444	176.031
12700	35914	2032	0.8582	-32.026
48420	52018	2033	0.9172	42.991
15648	48420	2033	0.9225	27.999
6411	15648	2033	0.9604	-14.018
45385	48420	2033	0.9497	0.001
73079	74618	2033	0.9475	-14.014
66497	74618	2033	0.9398	-16.029
70686	74618	2033	0.9255	-2.016
56366	74618	2033	0.9387	-28.029
58512	74618	2033	0.9361	-30.045
56366	58512	2033	0.947	2.016
56366	66497	2033	0.9569	-12.000
56366	70686	2033	0.9306	-26.013
56366	73079	2033	0.9469	-14.015
66497	70686	2033	0.9411	-14.013
66497	73079	2033	0.9504	-2.015
58512	66497	2033	0.9558	-14.016
48420	58512	2033	0.9307	0.929
58512	70686	2033	0.9413	-28.029
58512	73079	2033	0.9393	-16.031
70686	73079	2033	0.9289	11.998
78569	82690	2034	0.9069	73.090
78569	89915	2034	0.8149	105.079
81434	82634	2034	0.9476	-68.084
82634	82690	2034	0.8455	17.027
82634	89915	2034	0.8632	49.016
89915	95839	2034	0.8108	31.991
82690	89915	2034	0.8803	31.989
59569	60355	2035	0.9658	17.027
44049	53953	2041	0.8758	-77.034
44049	55224	2041	0.8872	-121.060
44049	55373	2041	0.8957	-165.086
44049	56149	2041	0.8511	-33.007
44049	64999	2041	0.9001	88.051
53953	56149	2041	0.9455	44.026
55224	56149	2041	0.9319	88.052
55373	56149	2041	0.9553	132.079
56149	64999	2041	0.8496	121.059
53953	55373	2041	0.981	-88.052
55224	55373	2041	0.9798	-44.026
53953	64999	2041	0.8613	165.085
53953	55224	2041	0.9702	-44.026
35439	60466	2043	0.7392	-131.989
35439	59201	2043	0.7835	-72.022
40386	51402	2044	0.9167	-14.015
40386	51713	2044	0.9422	-26.015
51402	51713	2044	0.9482	-12.000
28861	51713	2044	0.9633	-42.047
7080	9457	2045	0.9547	-43.006
7080	11679	2045	0.9741	-44.027
7080	17713	2045	0.9636	-88.054
9457	11679	2045	0.97	-1.021
9457	13023	2045	0.9777	-44.026
9457	17713	2045	0.9658	-45.048
11679	17713	2045	0.9849	-44.027
13023	17713	2045	0.9605	-1.022
2850	4472	2047	0.9644	-14.016
65704	66946	2048	0.9467	-14.016
17338	48402	2049	0.9634	0.000
19780	48402	2049	0.9291	-14.016
17338	19780	2049	0.931	14.016
21459	34057	2050	0.8719	-23.892
72482	74981	2052	0.8906	-44.026
33677	48823	2055	0.8358	-2.016
62245	67013	2055	0.9519	14.015
33677	67013	2055	0.7847	-14.016
85115	86719	2056	0.8835	-2.016
76494	78131	2057	0.8522	18.011
3122	8502	2059	0.7915	-32.026
3160	8502	2059	0.7962	-46.042
3122	3160	2059	0.8845	14.016
25716	35085	2062	0.8627	-113.084
37102	40125	2063	0.7114	48.000
83288	84340	2067	0.8973	-38.016
61227	84340	2067	0.8857	-64.031
61227	83288	2067	0.8815	-26.015
33522	33911	2068	0.7789	-0.053
44586	46277	2070	0.8103	15.995
44864	46277	2070	0.8481	-28.031
44586	44864	2070	0.9139	44.026
42098	52038	2072	0.9578	-28.031
42098	98169	2072	0.9309	-54.120
3065	98169	2072	0.8588	-138.214
52038	98169	2072	0.9412	-26.088
40581	60194	2074	0.8393	14.016
41714	41992	2078	0.8928	18.010
41714	42704	2078	0.9691	-35.037
41714	42795	2078	0.962	-18.012
41992	42795	2078	0.8847	-36.022
42704	42795	2078	0.9815	17.025
41992	42704	2078	0.8864	-53.047
87461	88500	2082	0.9467	-14.016
87461	88025	2082	0.9613	-58.042
88025	89868	2082	0.9521	-58.042
88025	92681	2082	0.9406	-72.058
92681	93459	2082	0.9561	-58.042
89868	92681	2082	0.9429	-14.016
91363	92681	2082	0.9723	-58.042
89868	93781	2082	0.9474	-43.042
91363	93459	2082	0.9417	-116.084
89868	92448	2082	0.9428	-58.042
2278	2289	2083	0.7574	66.041
34080	78948	2086	0.8469	-72.094
42691	46065	2090	0.9939	-44.026
28248	43814	2093	0.8704	18.011
36474	57906	2094	0.9839	-0.000
36474	53190	2094	0.8711	2.016
649	653	2096	0.7862	-163.058
649	733	2096	0.8698	54.018
649	1085	2096	0.795	-172.063
650	653	2096	0.7987	81.026
653	1054	2096	0.8354	-171.058
653	1085	2096	0.8841	-9.005
650	1054	2096	0.7637	-90.032
650	1085	2096	0.7525	72.021
98	137	2096	0.7508	-33.361
137	156	2096	0.7353	98.182
137	1054	2096	0.7487	-11.260
1054	1085	2096	0.9	162.053
98	156	2096	0.8619	64.821
55871	70238	2097	0.9943	0.000
85215	88229	2098	0.866	18.011
60297	60314	2102	0.9189	1.997
39004	78105	2103	0.9362	-0.000
