CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
37470	37612	71	0.959	-17.026
37612	39629	71	0.9497	74.037
37612	42125	71	0.9794	-58.042
37612	47123	71	0.9676	-116.084
20703	30984	71	0.9489	-81.928
23022	30984	71	0.9718	-58.042
29015	30984	71	0.9656	17.027
30940	30984	71	0.9703	116.086
30984	35313	71	0.9874	-58.042
30984	35441	71	0.9768	-75.068
30984	40558	71	0.9685	-133.111
47123	54814	71	0.9674	74.036
48911	54814	71	0.9594	-134.094
51138	54814	71	0.964	132.078
39629	54814	71	0.9745	-116.084
54814	61116	71	0.9628	-116.083
42125	54814	71	0.9694	15.995
44940	54814	71	0.9668	-75.069
23022	29015	71	0.9313	-75.069
23022	30940	71	0.9331	-174.127
23022	35313	71	0.9578	-116.084
23022	35441	71	0.9357	-133.110
14246	23022	71	0.9342	-81.928
15357	23022	71	0.9333	-17.966
14246	17618	71	0.9518	74.037
17618	20175	71	0.9191	18.010
17618	23066	71	0.9377	-75.068
17618	28224	71	0.9781	-58.042
17618	33745	71	0.9554	-116.085
33745	41284	71	0.9872	-58.042
34380	41284	71	0.9592	15.995
20703	41284	71	0.9623	-42.047
28224	41284	71	0.9617	-116.084
41284	41559	71	0.9897	-17.026
41284	47876	71	0.9788	-75.068
41284	48438	71	0.9912	-58.042
41284	56511	71	0.9589	-116.084
51138	55896	71	0.9358	76.052
55896	61116	71	0.9235	-60.057
34380	39629	71	0.9579	-75.068
39629	39825	71	0.972	17.027
39629	42125	71	0.9549	-132.079
39629	44940	71	0.9575	-41.015
39629	47123	71	0.9549	-190.120
39629	48911	71	0.9591	18.010
34380	37470	71	0.9513	-132.079
37470	39825	71	0.961	74.037
37470	42125	71	0.9613	-75.068
37470	44940	71	0.9657	15.995
37470	47045	71	0.9728	-116.083
37470	47123	71	0.9617	-133.110
37470	51138	71	0.9465	-191.152
20703	20985	71	0.9481	-63.961
20703	25342	71	0.9743	-74.036
20703	33745	71	0.9624	15.995
20703	34380	71	0.9922	-58.042
20703	39825	71	0.9719	-116.083
14246	20703	71	0.9855	-58.042
47045	47123	71	0.9644	-17.027
47123	51138	71	0.9805	-58.042
42125	47123	71	0.9853	-58.042
38817	38882	71	0.9841	17.027
20985	38817	71	0.9531	-191.152
27994	38817	71	0.9824	-116.084
20175	23066	71	0.9049	-93.079
47876	48438	71	0.9798	17.026
47876	48911	71	0.9437	2.015
47876	54341	71	0.938	-56.026
47876	56511	71	0.9417	-41.016
33745	47876	71	0.9625	-133.110
41559	47876	71	0.9908	-58.042
29015	30940	71	0.9524	-99.059
29015	35313	71	0.9654	-41.015
29015	35441	71	0.9716	-58.042
29015	40558	71	0.9627	-116.084
29015	41043	71	0.9241	63.962
48438	56511	71	0.9828	-58.042
48438	60923	71	0.9507	-116.084
33745	48438	71	0.9653	-116.083
39825	48438	71	0.9595	15.995
41559	48438	71	0.9649	-41.016
44940	48438	71	0.9565	74.037
20985	27994	71	0.9786	-75.069
15357	27994	71	0.9513	-133.110
27994	38882	71	0.9692	-99.057
56511	60923	71	0.9759	-58.042
41559	56511	71	0.93	-99.057
30940	35313	71	0.9892	58.044
30940	35441	71	0.9776	41.017
30940	40558	71	0.9849	-17.025
54120	60499	71	0.9387	-58.042
41043	60499	71	0.8868	-174.126
52595	56096	71	0.9399	-75.069
34380	39825	71	0.99	-58.041
39825	44940	71	0.9837	-58.042
20985	38882	71	0.9627	-174.126
25225	38882	71	0.9405	-100.091
23066	28224	71	0.9596	17.026
14246	28224	71	0.9649	15.995
28224	33745	71	0.9814	-58.042
28224	41559	71	0.9373	-133.110
48260	54120	71	0.9091	-133.109
40558	54120	71	0.9453	63.962
41043	54120	71	0.9503	-116.084
48260	49020	71	0.9262	-58.041
48260	52383	71	0.912	-116.083
41043	48260	71	0.9257	17.026
21492	37918	71	0.9331	74.037
41043	41559	71	0.9295	-24.081
47045	51138	71	0.9712	-75.069
51138	61116	71	0.9566	15.995
42125	51138	71	0.9611	-116.084
25342	34380	71	0.9668	15.994
25342	37918	71	0.92	150.089
25342	52595	71	0.9313	-22.021
14246	25342	71	0.961	-132.078
48911	54341	71	0.9859	-58.042
54341	61116	71	0.9457	-192.136
42125	47045	71	0.9403	-41.015
33745	34380	71	0.9505	-74.037
33745	41559	71	0.972	-75.068
23066	33745	71	0.946	-41.016
14246	33745	71	0.97	-42.047
23066	41559	71	0.9332	-116.084
47045	61116	71	0.9416	-59.073
14246	15357	71	0.9415	-63.962
15357	20985	71	0.9883	-58.042
15357	25225	71	0.9383	-132.077
35313	40558	71	0.9838	-75.069
35441	40558	71	0.9773	-58.042
14246	34380	71	0.9657	-116.084
34380	44940	71	0.9735	-116.083
49020	52383	71	0.9745	-58.042
35313	35441	71	0.988	-17.027
44940	47045	71	0.9649	-132.079
48911	51579	71	0.9349	17.027
8046	16360	74	0.8896	-42.010
16360	17118	74	0.8545	43.990
17118	26131	74	0.8773	-58.006
8313	17118	74	0.8851	-42.010
3828	8313	74	0.9664	0.000
1928	13914	74	0.9695	0.000
8046	8313	74	0.8967	43.990
8313	13914	74	0.8883	-58.006
3079	3262	75	0.8604	-14.016
46456	47604	76	0.8348	-18.011
33749	47604	76	0.8529	14.015
20751	47604	76	0.8332	-0.000
19965	20751	76	0.8378	-2.016
19965	22718	76	0.8232	-13.979
19965	28906	76	0.8215	-35.977
19965	30381	76	0.8212	-81.923
19965	34394	76	0.8275	-127.913
19965	46595	76	0.8327	-17.966
49672	75472	76	0.864	-68.063
75472	75904	76	0.8867	35.977
75472	76105	76	0.8804	-35.977
34872	75472	76	0.8232	-17.966
58243	75472	76	0.8834	18.010
63937	75472	76	0.8624	15.995
55981	57225	76	0.8859	2.016
56262	57225	76	0.8917	13.979
57225	58270	76	0.8703	-79.927
57225	63348	76	0.8799	-81.923
57225	63937	76	0.8383	-35.977
57225	66807	76	0.8309	-127.912
57225	68044	76	0.8439	-16.031
57225	73637	76	0.9381	18.011
57225	74292	76	0.9008	-17.966
43803	57225	76	0.8636	-26.052
34394	66807	76	0.8486	-68.062
66807	75904	76	0.8697	143.907
20954	66807	76	0.9143	18.012
58270	66807	76	0.9603	-47.986
63348	66807	76	0.9217	-45.989
63937	66807	76	0.8972	-91.936
28906	63937	76	0.8565	-68.062
58243	63937	76	0.8641	2.016
58270	63937	76	0.9222	43.950
63348	63937	76	0.9173	45.947
63937	74292	76	0.8837	18.010
20751	55981	76	0.8866	-68.063
55981	56262	76	0.8646	-11.964
55981	58243	76	0.8601	-35.977
55981	58270	76	0.9048	-77.911
55981	63348	76	0.8761	-79.908
55981	68044	76	0.9843	-14.016
55981	74292	76	0.9049	-15.951
55981	75904	76	0.9681	18.011
43803	55981	76	0.8531	-28.068
73637	74292	76	0.891	-35.977
56262	73637	76	0.9036	31.990
58270	73637	76	0.8523	97.937
43803	73637	76	0.8948	-8.042
63348	73637	76	0.8644	99.934
46456	75904	76	0.8547	-68.062
74292	75904	76	0.9162	33.961
34872	75904	76	0.8889	18.011
68044	75904	76	0.9626	32.026
56262	75904	76	0.8606	29.974
58270	75904	76	0.9038	95.922
63348	75904	76	0.8663	97.918
30381	54795	76	0.8602	-17.966
54795	55470	76	0.8615	1.998
20751	30381	76	0.8209	-79.908
28906	30381	76	0.896	-45.947
30381	34394	76	0.921	-45.989
30381	46595	76	0.8639	63.957
49672	54615	76	0.8509	-35.977
46456	49672	76	0.8466	-35.977
33749	49672	76	0.825	-3.951
20751	49672	76	0.8363	-17.966
28906	49672	76	0.8694	15.995
58243	68044	76	0.8534	21.961
58243	76105	76	0.8698	-17.966
20751	28906	76	0.8291	-33.961
28906	33749	76	0.8204	19.945
28906	34394	76	0.8716	-91.936
28906	46456	76	0.8288	51.972
28906	46595	76	0.8871	18.011
43803	56262	76	0.9078	-40.031
43803	74292	76	0.8825	-44.018
20751	33749	76	0.9826	-14.016
20751	34394	76	0.823	-125.897
20751	46456	76	0.9687	18.010
20751	68044	76	0.8474	-82.078
56262	58270	76	0.872	-65.947
58270	63348	76	0.9523	-1.997
58270	68044	76	0.8899	63.895
58270	74292	76	0.9116	61.960
46456	46595	76	0.8385	-33.961
33749	68044	76	0.8967	-68.063
68044	74292	76	0.882	-1.935
56262	68044	76	0.8382	-2.052
63348	68044	76	0.8605	65.892
33749	46456	76	0.9622	32.026
34394	46456	76	0.8329	143.907
56262	63348	76	0.8651	-67.944
63348	74292	76	0.9007	63.957
56262	74292	76	0.9101	-3.987
40811	66274	77	0.9405	-0.000
42674	66274	77	0.9083	-14.016
40811	42674	77	0.9017	14.016
87593	91693	78	0.7406	58.042
91247	91693	78	0.9543	-42.010
35595	40485	79	0.8438	2.016
35595	51945	79	0.867	-2.016
35595	53792	79	0.8625	-32.026
22897	35595	79	0.9508	-14.016
24900	35595	79	0.8629	32.026
24900	31596	79	0.787	60.021
31596	45882	79	0.8184	-2.016
31596	76950	79	0.7854	-7.021
24900	53792	79	0.9505	-0.001
25084	30306	81	0.8447	98.120
26427	30306	81	0.8243	-86.037
15204	30306	81	0.7844	-128.047
28790	30306	81	0.8441	80.110
30306	34179	81	0.786	146.058
30306	45659	81	0.8429	-28.031
30306	55228	81	0.8823	0.000
6821	30486	81	0.8935	-56.063
39	30486	81	0.8955	-56.063
26970	30486	81	0.9036	-56.063
30486	33867	81	0.7984	-113.084
30486	59661	81	0.8719	56.063
30486	73152	81	0.8257	-116.156
30486	85558	81	0.9011	56.063
30486	98164	81	0.9021	56.063
39	2066	81	0.8502	-18.011
2066	5474	81	0.9404	-98.120
2066	6821	81	0.8474	18.011
2066	26244	81	0.8164	-69.094
2066	26970	81	0.9043	18.011
2066	59661	81	0.8692	18.011
2066	85558	81	0.863	18.011
2066	98164	81	0.8837	18.011
21179	25084	81	0.8152	-113.084
25084	28482	81	0.7903	99.068
25084	28790	81	0.9066	18.010
25084	30171	81	0.9495	-14.016
21720	32048	81	0.7899	-86.073
32048	52903	81	0.8242	15.995
6821	59661	81	0.8894	-0.000
10169	59661	81	0.8764	45.058
39	59661	81	0.9103	-0.000
6109	59661	81	0.8552	73.089
26970	59661	81	0.9256	-0.000
59661	73152	81	0.8492	-172.219
59661	85558	81	0.9515	0.000
59661	98164	81	0.9431	0.000
28790	55228	81	0.783	80.111
8329	21720	81	0.8707	-15.000
10467	21720	81	0.808	-14.016
21720	27083	81	0.9605	-15.000
21720	31177	81	0.9679	-27.995
21720	52903	81	0.8397	-70.078
23198	44866	81	0.8333	-28.031
26774	44866	81	0.8102	-100.053
26907	44866	81	0.9356	-15.000
27027	44866	81	0.7831	84.105
31016	44866	81	0.9142	-14.016
31923	44866	81	0.9869	-0.003
42045	44866	81	0.9126	45.057
6109	17210	81	0.8298	-77.911
21179	28482	81	0.9585	-14.016
15204	28482	81	0.7904	-127.099
28482	30171	81	0.8532	-113.084
28482	33519	81	0.7955	32.026
9987	10169	81	0.9841	181.110
9987	10985	81	0.8972	181.112
6109	9987	81	0.9073	-153.079
18570	27383	81	0.9474	-14.015
27027	27383	81	0.8067	158.106
6821	10169	81	0.8514	-45.058
6821	16096	81	0.886	2.016
6821	26970	81	0.9755	-0.000
6821	85558	81	0.9161	0.000
6821	98164	81	0.9399	0.000
39	6821	81	0.9591	0.000
6109	6821	81	0.8661	73.089
22635	24282	81	0.9788	28.031
22635	24925	81	0.929	-152.062
22635	26623	81	0.8158	0.005
22635	34179	81	0.985	45.058
19396	22635	81	0.9709	28.032
21223	61403	81	0.9378	-70.078
40497	61403	81	0.782	43.990
33867	40439	81	0.8089	-113.084
8329	11571	81	0.7948	-14.016
12885	20472	81	0.9077	-0.984
20472	23198	81	0.9002	-0.984
20472	26907	81	0.9016	-14.016
20472	31016	81	0.9072	-15.000
21210	26244	81	0.8589	12.000
5474	26244	81	0.866	29.027
19396	24282	81	0.951	56.063
19396	24925	81	0.9047	-124.030
19396	26623	81	0.7839	28.037
19396	34179	81	0.9769	73.089
38783	52194	81	0.9138	-15.000
26907	52194	81	0.8372	-70.078
45659	52194	81	0.797	171.089
39	16096	81	0.8681	2.016
39	6109	81	0.8639	-73.089
6109	10169	81	0.9046	28.031
6109	10985	81	0.8381	28.034
6109	26970	81	0.9085	73.089
6109	98164	81	0.886	73.089
21210	27027	81	0.7982	-159.090
15204	27027	81	0.9509	-14.016
5474	27027	81	0.8648	-142.063
27027	28790	81	0.9024	-194.142
27027	34179	81	0.8904	32.026
27027	45659	81	0.8284	-142.063
24282	26623	81	0.8144	-28.026
26623	34179	81	0.7977	45.053
12885	31016	81	0.8289	-15.984
23198	31016	81	0.9472	-14.016
26907	31016	81	0.93	-0.984
31016	31923	81	0.9266	-14.013
31016	42045	81	0.8146	-59.073
12885	38783	81	0.8644	-70.078
26907	38783	81	0.8248	-55.079
10467	40497	81	0.7936	-70.078
40497	52903	81	0.9147	-14.016
73152	85558	81	0.8705	172.219
12885	26907	81	0.9184	-14.999
23198	26907	81	0.8163	-13.031
26907	31923	81	0.93	-14.997
26907	42045	81	0.8446	-60.057
10169	10985	81	0.9108	0.002
10169	26970	81	0.932	45.058
10169	85558	81	0.8902	45.058
10169	98164	81	0.9104	45.058
39	10169	81	0.8684	-45.058
28790	30171	81	0.8501	-32.026
27083	31177	81	0.9454	-12.995
12885	23198	81	0.8409	-1.968
23198	31923	81	0.8462	-28.029
31923	42045	81	0.899	-45.060
24282	24925	81	0.9482	-180.093
24282	34179	81	0.9789	17.026
24925	34179	81	0.922	197.120
8329	10467	81	0.8934	-0.984
85558	98164	81	0.9591	0.000
39	98164	81	0.9535	0.000
5474	98164	81	0.883	116.131
26970	98164	81	0.9674	0.000
4166	8329	81	0.7869	-13.979
4166	17801	81	0.873	-113.084
4166	21339	81	0.8004	-128.084
5474	15204	81	0.8575	-128.048
5474	17801	81	0.8454	-13.979
5474	26970	81	0.904	116.131
5474	85558	81	0.8617	116.131
39	26970	81	0.9543	0.000
39	85558	81	0.9334	0.000
17801	21339	81	0.909	-15.000
23733	34179	81	0.8037	-18.011
15204	34179	81	0.9063	18.011
21179	30171	81	0.8266	-127.099
21179	33519	81	0.8701	18.010
15204	21179	81	0.8359	-113.084
30171	45659	81	0.8249	84.105
26774	31923	81	0.791	-100.050
26970	85558	81	0.9437	0.000
31815	33519	81	0.9435	17.026
20282	26774	81	0.9047	-14.016
49078	51379	82	0.8343	0.068
29361	51379	82	0.8721	0.068
46380	57781	82	0.8235	50.037
49782	57781	82	0.8342	18.010
33246	57781	82	0.8396	-14.016
38973	57781	82	0.8865	-14.016
57781	58454	82	0.8646	18.010
57781	76373	82	0.8256	-14.015
57781	78455	82	0.845	18.011
43680	57781	82	0.8739	32.026
33246	39160	82	0.878	-71.059
38973	39160	82	0.9019	-71.059
39160	46380	82	0.8409	7.006
28209	39160	82	0.9379	-53.048
51648	65419	82	0.9295	3.011
52720	65419	82	0.8741	-32.026
59442	65419	82	0.9221	-18.011
65419	65846	82	0.8298	16.014
65419	65937	82	0.9205	-17.027
27694	40847	82	0.8223	53.048
40847	40976	82	0.8535	-0.045
40847	41412	82	0.8275	-17.072
40847	47533	82	0.8262	-14.061
40847	52720	82	0.8474	-32.027
40847	76818	82	0.8253	-28.075
44133	50143	82	0.8589	-14.016
29361	49078	82	0.988	-0.000
29361	49782	82	0.8494	3.011
47533	63549	82	0.9088	-31.042
47533	68357	82	0.9163	-14.016
47533	76818	82	0.9238	-14.014
40976	47533	82	0.9417	-14.016
41412	47533	82	0.9071	3.011
40976	41412	82	0.9606	-17.027
40976	63549	82	0.8841	-45.058
40976	68357	82	0.9146	-28.031
40976	76818	82	0.9149	-28.030
27694	51648	82	0.9188	-14.016
27694	52720	82	0.8543	21.022
51648	65937	82	0.9198	-14.016
59442	65937	82	0.9357	-35.038
41412	63549	82	0.8896	-28.031
41412	68357	82	0.8947	-11.005
41412	76818	82	0.892	-11.003
33246	38973	82	0.9486	-0.000
28209	33246	82	0.9077	18.011
46380	50143	82	0.9625	-35.037
46380	63549	82	0.8739	-17.027
46380	68357	82	0.8484	0.000
46380	76463	82	0.8408	0.985
46380	76818	82	0.8458	0.001
38973	46380	82	0.8332	-64.052
28209	46380	82	0.8654	-46.042
19230	38973	82	0.8266	-18.011
19230	78455	82	0.8558	-14.016
51648	59442	82	0.919	21.022
52720	59442	82	0.8643	-14.015
59442	63879	82	0.8209	32.026
59442	65846	82	0.9331	-1.997
51648	52720	82	0.8731	35.037
52720	63879	82	0.8229	18.011
58454	78455	82	0.8642	0.000
50143	63549	82	0.8656	18.011
50143	68357	82	0.8558	35.037
50143	76463	82	0.8579	36.022
50143	76818	82	0.8482	35.039
71111	76463	82	0.8612	35.977
63879	78815	82	0.8306	2.016
49078	49782	82	0.8506	3.011
68697	76373	82	0.9197	21.022
55286	68697	82	0.9665	14.015
77239	78455	82	0.8295	-2.015
68357	76818	82	0.9914	0.001
63549	76818	82	0.969	17.028
71612	78815	82	0.8226	67.064
63549	68357	82	0.9739	17.027
38973	49782	82	0.8218	-32.026
55286	76373	82	0.9645	35.037
28209	38973	82	0.9355	18.011
55798	70129	83	0.8869	3.011
56685	70129	83	0.9018	-14.016
43748	70129	83	0.8504	-28.031
55798	56685	83	0.967	17.027
43748	55798	83	0.883	-31.042
43748	56685	83	0.9117	-14.016
92564	95569	84	0.9581	148.036
92564	96276	84	0.8911	110.003
92564	96899	84	0.9397	74.018
92564	97179	84	0.9709	-74.019
91200	92564	84	0.9608	-130.027
90845	94439	84	0.9502	-17.027
90845	94693	84	0.9008	-17.023
90845	95219	84	0.9768	16.031
90845	95232	84	0.9114	-169.110
90845	96531	84	0.9232	-137.084
90845	98840	84	0.9467	-17.027
95213	96292	84	0.8879	73.020
95651	96292	84	0.936	148.037
91843	96292	84	0.9391	74.019
93268	94262	84	0.9739	75.998
93356	94262	84	0.9813	-74.019
94262	95058	84	0.9858	-72.039
94262	95071	84	0.984	-150.017
94262	95664	84	0.9835	-132.005
94262	96024	84	0.9926	1.980
94262	96124	84	0.9816	-57.987
94262	96154	84	0.9934	-74.019
94262	97318	84	0.9881	75.998
90470	94262	84	0.9884	-75.998
92589	92594	84	0.9585	-134.022
92589	94947	84	0.9865	74.019
92589	95628	84	0.9687	-74.018
92589	95734	84	0.9753	146.057
92589	96754	84	0.9848	148.037
91200	92376	84	0.9028	166.047
91200	95237	84	0.9228	92.028
91200	95569	84	0.9661	18.010
91200	96276	84	0.8913	-20.024
91200	96899	84	0.9642	-56.008
90499	91492	84	0.9498	132.006
90525	91492	84	0.9582	-17.027
91492	95064	84	0.9243	-76.017
91492	95704	84	0.9292	1.979
93702	95350	84	0.8868	-1.001
93702	95489	84	0.921	-18.011
93702	95550	84	0.9247	-92.030
93702	95687	84	0.8599	72.018
93702	95771	84	0.9934	74.017
93702	95951	84	0.9182	73.016
93702	97179	84	0.87	144.078
91477	93247	84	0.911	0.004
91477	96729	84	0.913	17.031
96004	96129	84	0.9888	74.018
96129	96834	84	0.9791	-148.037
96129	97489	84	0.8618	-3.978
93268	96124	84	0.9852	18.011
94922	96124	84	0.976	88.070
95071	96124	84	0.9864	92.030
95664	96124	84	0.9905	74.018
95993	96124	84	0.9745	18.030
96024	96124	84	0.9849	-59.967
96124	96154	84	0.9733	-16.032
90470	96124	84	0.9875	-133.985
91574	96124	84	0.9793	-56.008
93884	99078	84	0.9434	-0.001
96058	99078	84	0.8571	15.995
97029	99078	84	0.8513	152.083
98379	99078	84	0.8525	133.985
98401	99078	84	0.9505	-0.001
92131	99078	84	0.9033	-17.028
95070	98719	84	0.9632	148.037
93247	97624	84	0.8854	-138.068
96729	97624	84	0.86	-155.094
95237	96899	84	0.9281	-148.037
95569	96899	84	0.9739	-74.018
96276	96899	84	0.9027	-35.984
96899	96973	84	0.8768	134.021
96899	97179	84	0.9523	-148.037
94947	95070	84	0.9549	-134.023
94947	95628	84	0.9514	-148.037
94947	95734	84	0.9661	72.038
94947	96754	84	0.9929	74.018
94947	97630	84	0.9537	148.037
95213	95350	84	0.9098	-56.007
95329	95350	84	0.9163	18.011
95350	95651	84	0.8681	-19.010
95350	95687	84	0.9444	73.019
95350	95692	84	0.9074	-92.030
95350	95700	84	0.9014	130.026
95350	95771	84	0.8937	75.018
95350	95951	84	0.9893	74.017
91843	95350	84	0.8563	-55.009
96004	96834	84	0.9876	-74.019
96834	97489	84	0.887	144.060
93247	96729	84	0.9628	17.027
95232	96729	84	0.8975	-52.946
96531	96729	84	0.9066	-84.972
95734	96754	84	0.9547	1.980
96754	97630	84	0.9802	74.018
93356	95704	84	0.9599	75.998
95704	97208	84	0.959	-133.985
95704	97318	84	0.9705	-74.019
90470	95704	84	0.9702	74.019
90499	95704	84	0.9497	133.985
93846	97014	84	0.9121	-17.027
92131	93846	84	0.8679	-74.019
90037	90499	84	0.9638	-56.007
90499	97208	84	0.9701	0.000
92773	96531	84	0.9038	18.010
93247	96531	84	0.9055	101.999
94439	96531	84	0.9714	-120.057
94693	96531	84	0.8735	-120.061
95219	96531	84	0.9144	-153.115
95232	96531	84	0.9901	32.026
96531	98840	84	0.9315	120.057
95237	96276	84	0.8736	-112.053
95569	96276	84	0.8961	-38.034
96276	97179	84	0.8575	-184.021
92376	96276	84	0.8802	-186.072
93268	93356	84	0.9776	150.017
93268	93929	84	0.9643	60.003
93268	97318	84	0.9842	151.996
90470	93268	84	0.984	-151.996
91574	93268	84	0.9846	-74.019
92376	95237	84	0.9065	-74.019
92376	95569	84	0.8968	-148.038
92594	99005	84	0.9649	148.036
96310	99005	84	0.9505	72.038
93247	96004	84	0.8653	59.967
96004	97489	84	0.9095	70.041
95489	95771	84	0.9153	92.029
95550	95771	84	0.9192	166.047
93929	95734	84	0.9823	-74.018
93929	97208	84	0.9643	32.028
90037	93929	84	0.9645	-88.035
95213	95329	84	0.9966	-74.018
95213	95489	84	0.8979	-73.018
95213	95651	84	0.9412	-75.017
95213	95692	84	0.9832	-148.037
95213	95700	84	0.9825	74.018
95213	95951	84	0.8995	18.010
91843	95213	84	0.9164	0.999
93356	97318	84	0.9922	1.979
96024	97318	84	0.9883	74.018
96154	97318	84	0.9835	150.017
97208	97318	84	0.9662	59.966
90037	97318	84	0.9651	3.959
90470	97318	84	0.9953	-0.000
91574	97318	84	0.9812	77.977
95687	96748	84	0.9542	148.038
95951	96748	84	0.882	147.039
91843	96748	84	0.9088	166.048
92354	96748	84	0.8575	-148.038
95329	95951	84	0.8933	92.028
95687	95951	84	0.9309	0.998
95692	95951	84	0.91	166.047
95700	95951	84	0.8897	-56.008
93356	97208	84	0.9711	-57.987
90037	97208	84	0.9778	-56.007
90470	97208	84	0.9674	-59.966
91574	97208	84	0.9744	18.011
93247	95232	84	0.8951	69.973
93247	95252	84	0.9354	-74.019
93247	95942	84	0.9352	-148.037
93247	97014	84	0.8643	74.019
92594	95550	84	0.9934	-148.037
95329	95550	84	0.9091	-73.018
95489	95550	84	0.9973	-74.018
95550	95651	84	0.8574	72.019
95550	95692	84	0.8977	-1.001
92354	98233	84	0.9174	0.000
93884	94266	84	0.9001	-138.067
94266	95644	84	0.854	-120.058
94266	96011	84	0.8832	-74.019
94266	97029	84	0.977	-14.016
93937	95753	84	0.9443	-74.018
93937	96058	84	0.8731	-57.988
93937	97630	84	0.9244	-148.037
93884	96058	84	0.9074	-15.995
92594	95070	84	0.9911	74.018
93176	95070	84	0.9882	-148.037
94605	95070	84	0.9972	-74.019
94922	95070	84	0.9962	-150.017
95070	95489	84	0.9953	-148.037
95070	96086	84	0.9952	75.999
95070	96310	84	0.9912	1.980
92354	94724	84	0.86	0.999
92131	93884	84	0.8538	-17.027
92131	98401	84	0.9468	-17.027
95071	95734	84	0.9662	60.003
95734	95753	84	0.9558	150.017
94177	95237	84	0.8704	-35.037
95237	95569	84	0.9243	-74.019
95329	95692	84	0.9791	-74.018
95489	95692	84	0.9015	-75.019
95651	95692	84	0.9498	-73.020
95687	95692	84	0.8632	-165.048
91843	95692	84	0.9368	-147.038
90037	91574	84	0.9649	-74.018
93884	98401	84	0.8825	0.000
98379	98401	84	0.8542	133.986
94439	98840	84	0.9619	-0.001
94693	98840	84	0.8605	-0.005
95219	98840	84	0.9365	-33.058
95232	98840	84	0.9207	152.083
92594	95942	84	0.9216	166.048
95252	95942	84	0.8951	-74.018
95942	99159	84	0.9051	-0.001
96011	97014	84	0.9103	138.067
93176	96024	84	0.9932	150.017
93356	96024	84	0.9814	-72.039
94922	96024	84	0.9832	148.037
95058	96024	84	0.9921	74.018
95664	96024	84	0.9862	133.985
96024	96154	84	0.9923	-75.998
90470	96024	84	0.9924	-74.019
90470	91574	84	0.982	-77.978
90470	93356	84	0.9911	-1.979
90470	96154	84	0.9835	-150.017
95651	95687	84	0.9073	92.029
91843	95687	84	0.9008	18.010
92594	95628	84	0.9571	60.004
95489	95628	84	0.941	134.023
95628	96310	84	0.9598	15.994
94439	94693	84	0.9014	0.004
94693	95219	84	0.8656	33.054
94693	95232	84	0.8619	-152.087
92594	96310	84	0.9964	75.998
93176	96310	84	0.9878	-146.057
94605	96310	84	0.9916	-72.039
94922	96310	84	0.9894	-148.037
95489	96310	84	0.9949	150.017
95664	96310	84	0.9858	-162.090
94605	95664	84	0.9814	90.051
94922	95664	84	0.983	14.052
95058	95664	84	0.9834	-59.966
95071	95664	84	0.9861	18.012
95664	96086	84	0.9825	-88.071
95664	96154	84	0.9821	57.986
91843	95329	84	0.9441	-73.020
91843	95651	84	0.9945	-74.018
91843	95700	84	0.9359	75.017
90525	92506	84	0.9278	-74.017
95329	95700	84	0.9869	148.037
95651	95700	84	0.9283	149.036
93884	97014	84	0.8773	-74.018
93884	97029	84	0.9047	-152.083
93176	96154	84	0.993	74.019
94922	96154	84	0.9876	72.039
95058	96154	84	0.982	-1.980
95071	96154	84	0.9731	75.998
94605	95993	84	0.967	146.039
95058	95993	84	0.9777	-3.979
95071	95993	84	0.968	73.999
95993	96086	84	0.971	-144.059
94439	95219	84	0.9336	33.058
95219	95232	84	0.9021	-185.141
93176	94922	84	0.9948	1.980
94605	94922	84	0.9965	75.999
94922	95058	84	0.9973	74.019
94922	96086	84	0.9978	-74.019
92594	94605	84	0.9912	148.037
94605	95058	84	0.9941	150.017
94605	96086	84	0.9958	1.980
92773	94439	84	0.8692	138.068
94439	95232	84	0.9586	-152.083
93176	95058	84	0.9936	75.999
93176	95071	84	0.9695	-1.979
93176	96086	84	0.9917	-72.039
92594	96086	84	0.9715	150.017
95058	96086	84	0.9838	-148.037
95329	95651	84	0.9285	-0.999
92594	95489	84	0.9962	-74.019
92773	95232	84	0.9249	-14.016
91574	95071	84	0.9804	-148.037
11600	22578	85	0.912	-132.078
14481	22578	85	0.9476	-88.052
16568	22578	85	0.973	-44.026
18417	22578	85	0.9846	44.026
18706	22578	85	0.9764	88.052
8400	9098	85	0.8989	44.026
4863	9098	85	0.9394	-14.015
11600	18417	85	0.8975	-176.105
14481	18417	85	0.9337	-132.078
16568	18417	85	0.9622	-88.052
18417	18706	85	0.9885	-44.026
8400	15181	85	0.9219	18.011
8813	15181	85	0.9591	3.995
4863	8813	85	0.9014	-44.026
8813	11600	85	0.9111	-44.026
11600	14481	85	0.9465	-44.026
11600	16568	85	0.9445	-88.052
14481	16568	85	0.9528	-44.026
16568	18706	85	0.9455	-132.079
14481	18706	85	0.9193	-176.105
8813	14481	85	0.8887	-88.052
8400	8813	85	0.9467	14.016
1920	96850	86	0.9637	-196.218
94279	96850	86	0.9649	-102.068
94632	96850	86	0.9412	-146.095
95079	96850	86	0.9728	-58.042
95160	96850	86	0.974	30.010
96850	97108	86	0.9475	-44.026
88633	96850	86	0.9442	-72.058
90611	96850	86	0.9592	60.021
90736	96850	86	0.9579	-28.031
91365	96850	86	0.9517	15.995
72396	94279	86	0.9552	-28.030
1911	94279	86	0.9538	-182.202
